Grant Title,Agency,Category,Short Summary,URL,Posted Date,Deadline,Days Left,Last Seen,Source,_id
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/3ee5e85e-010c-425f-aa08-8e4f40d81c0f,2025-05-06,2025-03-10,,2025-10-12,simpler.grants.gov,ea0b0f91dec281b8
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/50fb9edd-9988-43bd-bc08-506786ed0451,2022-08-01,2025-03-10,,2025-10-12,simpler.grants.gov,ea4678ddfd1664bf
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/6c6b94a3-d634-49a4-9060-c6a014480880,2024-08-02,2025-03-10,,2025-10-12,simpler.grants.gov,ea868182cff7d5af
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/5f66747e-3c8a-4920-a9f4-0f398a5c91ce,2025-08-01,2025-03-10,,2025-10-12,simpler.grants.gov,ea8d8c354e682b9c
,National Veterans Sports Programs,,Description,https://simpler.grants.gov/opportunity/c722928e-17ed-4ca1-8541-75a56618be50,2025-09-02,2025-03-10,,2025-10-12,simpler.grants.gov,eae1edb1a4da2a34
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/1a3231f6-36eb-40d1-afe8-232010fa2fe3,2025-08-01,2025-03-10,,2025-10-12,simpler.grants.gov,eaeadcc7991abb7e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f42076d6-528a-48da-8a80-ae9e58e06adf,2025-05-12,2025-03-10,,2025-10-12,simpler.grants.gov,eaf4a3abcff7a06c
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/e8270680-ae40-4ab8-88b2-67a574a2638b,2020-05-14,2025-03-10,,2025-10-12,simpler.grants.gov,eafbe5aee7a32fa5
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f0cca160-90c7-4d7b-97ff-b1c35d3733ad,2024-11-22,2025-03-10,,2025-10-12,simpler.grants.gov,eb1d3e589136d00e
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/c3dc9d04-1326-47ea-9663-ee4fc1e00649,2021-09-15,2025-03-10,,2025-10-12,simpler.grants.gov,eb5b54789c356b2a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f0e22efe-3e83-434a-b418-94eecc8718d7,2025-05-09,2025-03-10,,2025-10-12,simpler.grants.gov,eb5d87e859e98c2c
,Centers for Disease Control-GHC,,Description,https://simpler.grants.gov/opportunity/96d3733a-1c0a-4ed1-912e-dda0b2b2f052,2025-10-01,2025-03-10,,2025-10-12,simpler.grants.gov,eb856b61727690c2
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c4d009f6-54e0-4630-beb9-2c48e65b1447,2023-10-05,2025-03-10,,2025-10-12,simpler.grants.gov,eb8680cdddc9d25e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/48bf4c5c-b6b3-4092-bbf4-32c3708800e1,2025-06-09,2025-03-10,,2025-10-12,simpler.grants.gov,ebde9082c4450aee
,U.S. Mission to the Dominican Republic,,Description,https://simpler.grants.gov/opportunity/5c771725-7f87-4355-b81c-4057facbdbb2,2021-05-20,2025-03-10,,2025-10-12,simpler.grants.gov,ec2e589f4412440b
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/7fbf03dc-ad88-49fb-8b73-c934e39993fc,2023-11-21,2025-03-10,,2025-10-12,simpler.grants.gov,ecc8f1b5df65ca64
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/17514d61-8b55-4d82-b353-1b796cea56cf,2025-06-17,2025-03-10,,2025-10-12,simpler.grants.gov,ecdae21a41b470d2
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/deb21960-8b7b-4507-84fd-3ad7a24fb22d,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,ed761b33cf310ced
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/d5ad163e-bd0c-40e6-8f98-8d416f6b177f,2023-10-20,2025-03-10,,2025-10-12,simpler.grants.gov,edbabd3a4d93d9bf
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/50a28cda-9dcb-4999-bc2c-75ad4e7cc547,2025-06-17,2025-03-10,,2025-10-12,simpler.grants.gov,edc8c7ee8e899f5c
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/09d605ff-216d-436e-94b6-cb9cc5aaf868,2023-05-04,2025-03-10,,2025-10-12,simpler.grants.gov,edcad3874438f99f
,Fish and Wildlife Service,,Description,https://simpler.grants.gov/opportunity/0dfc0bc4-f8f9-49cb-b55e-df824cb94b43,2025-01-13,2025-03-10,,2025-10-12,simpler.grants.gov,edfecb5b2d611294
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/5502ea61-9863-4719-b2ee-3f25e8659cef,2024-08-17,2025-03-10,,2025-10-12,simpler.grants.gov,ee562224e0116699
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c3940203-7145-4bde-924b-895f7171e184,2025-09-04,2025-03-10,,2025-10-12,simpler.grants.gov,ee79bd02a6fd557e
,National Park Service,,Description,https://simpler.grants.gov/opportunity/17f217b6-2106-4de0-a9db-2c13c1b58262,2022-12-22,2025-03-10,,2025-10-12,simpler.grants.gov,ee88b900dbfab63f
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f354f741-dbad-4a3b-a41a-232a6d3bbca8,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,eebb242860788299
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/cb91feb1-23b4-49b7-b8d3-9a8fe626a5b5,2024-04-24,2025-03-10,,2025-10-12,simpler.grants.gov,eedbe51f30ae4756
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4159deee-28f7-45de-9145-45912620d425,2025-09-02,2025-03-10,,2025-10-12,simpler.grants.gov,eef590f220a0876f
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/bd113473-bd20-4739-95e0-51131671558a,2025-08-27,2025-03-10,,2025-10-12,simpler.grants.gov,eefaeebb937e156e
,Rural Housing Service,,Description,https://simpler.grants.gov/opportunity/dc092151-e13d-449f-8daf-05101e90fca4,2023-07-26,2025-03-10,,2025-10-12,simpler.grants.gov,ef08d6be412f9080
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/77942f5d-0b5f-4656-bfd7-a6148b1624a4,2025-09-17,2025-03-10,,2025-10-12,simpler.grants.gov,ef20da14a7db095a
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/400b428e-a4b2-46bc-82a2-dc9bdfc8fe82,2022-06-11,2025-03-10,,2025-10-12,simpler.grants.gov,ef2c2b404cfcb1c5
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/202dd033-2f0c-4459-a602-6c9a4b9eb9a9,2025-09-22,2025-03-10,,2025-10-12,simpler.grants.gov,ef6928d0e0cb22bb
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/12932f97-4b02-455d-986d-6a5e32d47352,2025-06-17,2025-03-10,,2025-10-12,simpler.grants.gov,ef6c917ae53fbc86
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/802c8a7f-5a59-4b07-a0f2-43062bc1f847,2024-08-01,2025-03-10,,2025-10-12,simpler.grants.gov,efa067c5b53f6448
,Office of National Drug Control Policy,,Description,https://simpler.grants.gov/opportunity/aca61cf1-02e6-4c48-95b5-f7b196928796,2024-11-27,2025-03-10,,2025-10-12,simpler.grants.gov,efdd9685972c14ab
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/be45d1d0-0dd3-4e97-b104-00fe89bd65ce,2025-05-22,2025-03-10,,2025-10-12,simpler.grants.gov,f02bceb60ba59301
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/34621cd9-1fc5-4dbe-9fe0-96ef556031c8,2022-07-14,2025-03-10,,2025-10-12,simpler.grants.gov,f02c2aec17b12f1f
,NASA Headquarters,,Description,https://simpler.grants.gov/opportunity/963edd71-e71b-426b-a395-5fd8fbc53d11,2023-10-13,2025-03-10,,2025-10-12,simpler.grants.gov,f03635c4663b1909
,AFRL Kirtland AFB,,Description,https://simpler.grants.gov/opportunity/3578f3c4-3c0f-41c2-ac34-cb175fafc868,2021-03-25,2025-03-10,,2025-10-12,simpler.grants.gov,f05a60d46ce074b9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/b92739e9-8690-4e79-acd3-3f246ea9bfac,2025-09-22,2025-03-10,,2025-10-12,simpler.grants.gov,f067f0f0cbeb752f
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/8ae80981-8f34-48e1-9a75-c7ca81553ce7,2024-11-21,2025-03-10,,2025-10-12,simpler.grants.gov,f0cda0f51eb36b1b
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ce54243b-175d-46c8-aeed-d05ce47f7f78,2024-11-27,2025-03-10,,2025-10-12,simpler.grants.gov,f0eb218e91d66e11
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/2956f460-56af-459c-bd3e-a62fd0d30ed3,2025-07-01,2025-03-10,,2025-10-12,simpler.grants.gov,f113678cbbcf1414
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/79e9232c-a593-4562-815d-3914b2d50892,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,f11c07ec1da536d5
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/8b1bc8d0-f3b4-4a4b-8321-6d17187ca1e0,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,f123176bab09722c
,Bureau of Reclamation,,Description,https://simpler.grants.gov/opportunity/82ae6f0d-24b7-4bcb-8e40-4f55a0d7d509,2025-07-17,2025-03-10,,2025-10-12,simpler.grants.gov,f123d075dc69ab46
,Agency for Health Care Research and Quality,,Description,https://simpler.grants.gov/opportunity/142d9a04-9a01-406b-b14b-c84c3e7dda92,2021-06-15,2025-03-10,,2025-10-12,simpler.grants.gov,f133b391790f7692
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4df75ddd-298f-4d70-9808-1fea9dfed914,2025-05-22,2025-03-10,,2025-10-12,simpler.grants.gov,f14b251044e91406
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/32e29443-6495-4614-a6c7-07786695ee5a,2023-03-21,2025-03-10,,2025-10-12,simpler.grants.gov,f14df39f697ac16b
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/b6a413a2-36d3-43b6-a38a-c3dfaebc20c9,2025-06-17,2025-03-10,,2025-10-12,simpler.grants.gov,f162ea9f66eab340
,Geological Survey,,Description,https://simpler.grants.gov/opportunity/1824705a-70a2-407b-864b-d0981fa02772,2015-08-27,2025-03-10,,2025-10-12,simpler.grants.gov,f16f4a9d9d31a1d6
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/3aa5c63a-0152-413f-9e38-78dfbb721c17,2023-05-26,2025-03-10,,2025-10-12,simpler.grants.gov,f172261df2d0205c
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/dbdf9a29-5709-4cbe-8684-4087fc366576,2025-09-10,2025-03-10,,2025-10-12,simpler.grants.gov,f18d202236cfe11e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/95e84b4a-2f4e-4871-aaa5-6425fea4166f,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,f1aacba1f8ac1f3e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/492cacb7-4928-4c3e-a5de-f9fe1b2f1e15,2024-11-06,2025-03-10,,2025-10-12,simpler.grants.gov,f1b69e146bb3aa45
,Idaho Field Office,,Description,https://simpler.grants.gov/opportunity/beca1b75-ff01-4a57-be4c-562584cbec91,2016-01-14,2025-03-10,,2025-10-12,simpler.grants.gov,f1c4d853d854cd44
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e101a9db-4cd3-4a31-936d-be3ebd1bfd5d,2024-10-01,2025-03-10,,2025-10-12,simpler.grants.gov,f1f2ab4b19e2b5b0
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/00787c6d-1b46-47b6-8b12-50c18efb56eb,2024-12-16,2025-03-10,,2025-10-12,simpler.grants.gov,f211a7f1ee8f90da
,Office of the Assistant Secretary for Health,,Description,https://simpler.grants.gov/opportunity/22cd6481-2f7c-4e91-9706-9e5c6f47978d,2025-07-17,2025-03-10,,2025-10-12,simpler.grants.gov,f25077e57d4c5464
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/0f0508e2-c971-489b-a0e6-6ecec70eeaf5,2024-02-09,2025-03-10,,2025-10-12,simpler.grants.gov,f2cc93d5d816ab10
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/5d3176e5-2dab-44c7-b2eb-8061f68175ac,2025-09-25,2025-03-10,,2025-10-12,simpler.grants.gov,f31787cda4e6816a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/7b85616a-e7b4-4c39-a71a-5269c238a9f6,2024-12-16,2025-03-10,,2025-10-12,simpler.grants.gov,f351c92f417a7e5d
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/12f44579-b7b8-43b0-935f-73c8011be8d8,2023-06-08,2025-03-10,,2025-10-12,simpler.grants.gov,f38484950665de5b
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/529df056-4a25-4428-99b4-2afb596b23d9,2024-08-20,2025-03-10,,2025-10-12,simpler.grants.gov,f393bc4355491055
,Centers for Disease Control-GHC,,Description,https://simpler.grants.gov/opportunity/b80c7805-b77b-48a1-b595-25fbed1f0bbc,2025-10-01,2025-03-10,,2025-10-12,simpler.grants.gov,f3a19324d09d3717
,Dept of the Army -- Materiel Command,,Description,https://simpler.grants.gov/opportunity/fdefec19-3fab-463e-b6ec-91285c15671a,2024-06-26,2025-03-10,,2025-10-12,simpler.grants.gov,f3c0224cc83399fa
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/73f39ef2-101c-4f6a-bf77-30ebea1d8474,2025-03-12,2025-03-10,,2025-10-12,simpler.grants.gov,f40c84f12ed385fa
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/fb2c5352-295a-466a-9b53-e6a1428efcda,2025-05-14,2025-03-10,,2025-10-12,simpler.grants.gov,f43c670c3ec143f7
,U.S. Mission to Italy,,Description,https://simpler.grants.gov/opportunity/9a1d3271-6ece-4b4a-9e5c-b8e556041edf,2021-02-04,2025-03-10,,2025-10-12,simpler.grants.gov,f4409096eadf04cf
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/81705cfa-da36-427e-9439-cc548dd249a3,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,f4464bf947d71489
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/59439b3a-9619-474c-aa85-ae681e8129f9,2023-11-24,2025-03-10,,2025-10-12,simpler.grants.gov,f452134381789d71
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e58d2812-d00d-46de-b4eb-97d3f215113f,2024-07-11,2025-03-10,,2025-10-12,simpler.grants.gov,f472ad0580ecc8db
,Bureau of International Labor Affairs,,Description,https://simpler.grants.gov/opportunity/93c385e7-01be-4303-87ea-d53df0aee0f0,2024-07-29,2025-03-10,,2025-10-12,simpler.grants.gov,f4c92242ee496c14
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/94e3675c-abde-44d3-a06d-9fd556a130b7,2024-12-18,2025-03-10,,2025-10-12,simpler.grants.gov,f4d1b6b8bb5528e5
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/a59333fd-946c-4daf-8b67-eb0eed68b83d,2024-09-14,2025-03-10,,2025-10-12,simpler.grants.gov,f53551175bf56627
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/a50f1c5c-e778-4488-988d-3651a110148f,2023-11-27,2025-03-10,,2025-10-12,simpler.grants.gov,f54aac2b6ac6506a
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/bd144b0c-06ec-4fce-bde4-a8cc5669bd86,2023-10-20,2025-03-10,,2025-10-12,simpler.grants.gov,f57a76c27e07f5af
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/a12e4f37-c81c-49a5-9c8d-f572ad5cef8f,2020-10-03,2025-03-10,,2025-10-12,simpler.grants.gov,f6767e7c1fba9d7c
,Office of Juvenile Justice Delinquency Prevention,,Description,https://simpler.grants.gov/opportunity/64ed3a33-1b64-4b65-81f9-3e2d0e647cf6,2025-09-18,2025-03-10,,2025-10-12,simpler.grants.gov,f6ae3d3267764b59
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/7ef4b263-e6d5-4091-b2a5-9815fdf37ba1,2023-11-24,2025-03-10,,2025-10-12,simpler.grants.gov,f6b20e0eb6139e1b
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/37efefe8-206e-4b39-9322-46f874c6193a,2023-10-20,2025-03-10,,2025-10-12,simpler.grants.gov,f7575f92df1f9468
,Department of Commerce,,Description,https://simpler.grants.gov/opportunity/8aeb4ef5-51e3-434b-b5a8-0c4287be2b64,2021-03-15,2025-03-10,,2025-10-12,simpler.grants.gov,f798fa49a302793b
,U.S. Mission to Serbia,,Description,https://simpler.grants.gov/opportunity/aec299fc-ac56-43f0-b947-521bb8699893,2020-06-12,2025-03-10,,2025-10-12,simpler.grants.gov,f79e423bbacbf275
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/33e2b67d-8b5c-43ab-ba8f-d78990ee8f29,2024-07-15,2025-03-10,,2025-10-12,simpler.grants.gov,f7bd778145e3ac27
,National Energy Technology Laboratory,,Description,https://simpler.grants.gov/opportunity/21db50af-f294-42f5-a6f9-80b68cb4f6fe,2024-09-17,2025-03-10,,2025-10-12,simpler.grants.gov,f7e5b91aee9377a3
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/9527b370-92ef-4470-a3c9-55025d9d7dd4,2024-08-02,2025-03-10,,2025-10-12,simpler.grants.gov,f8252a9d2a622abe
,Advanced Research Projects Agency Energy,,Description,https://simpler.grants.gov/opportunity/fd281670-a13c-4cd9-a526-7bb67a98d227,2024-10-02,2025-03-10,,2025-10-12,simpler.grants.gov,f8378db287b1da35
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/de903ee7-38f9-47e4-8a95-301edcf7fe46,2024-04-24,2025-03-10,,2025-10-12,simpler.grants.gov,f8918cdad2cbc257
,Agency for Health Care Research and Quality,,Description,https://simpler.grants.gov/opportunity/254df2a6-99d0-471c-a451-7b755f6b53b2,2021-10-21,2025-03-10,,2025-10-12,simpler.grants.gov,f8a6470c6e2ee617
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/69f29f26-0ef2-4472-880c-254ac301744a,2023-01-09,2025-03-10,,2025-10-12,simpler.grants.gov,f8d4dcd0689d6741
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/7ceb414d-faf3-4792-a2ed-9b4f5075be14,2024-12-10,2025-03-10,,2025-10-12,simpler.grants.gov,f93b44d2902e64ea
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/fbbfa363-0d19-49dc-9140-0ab730317b06,2025-07-01,2025-03-10,,2025-10-12,simpler.grants.gov,f9593808a4cbb55d
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/0af7d5aa-210e-4d0e-93c0-e8f2bf6304d4,2023-11-24,2025-03-10,,2025-10-12,simpler.grants.gov,f966c19ef08d60b6
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/36fa146e-a461-4128-99a4-a65bc83aa928,2024-12-10,2025-03-10,,2025-10-12,simpler.grants.gov,f975971a19c07424
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/b9742a41-9c78-405c-96a4-bb39d5894fda,2023-04-20,2025-03-10,,2025-10-12,simpler.grants.gov,f98013041e80e4f0
,Centers for Disease Control-GHC,,Description,https://simpler.grants.gov/opportunity/8454e463-cd43-4d0d-97a2-8a4310e0ce6b,2025-08-22,2025-03-10,,2025-10-12,simpler.grants.gov,f9cf2743deeea122
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c4c4d1db-a57c-47fc-aac0-4d78290582fc,2024-12-06,2025-03-10,,2025-10-12,simpler.grants.gov,f9dacf9ef76d42dc
,NASA Headquarters,,Description,https://simpler.grants.gov/opportunity/c092116b-f938-4247-9a20-201034d2c5d7,2025-02-21,2025-03-10,,2025-10-12,simpler.grants.gov,f9ece850ea0c9175
,Headquarters,,Description,https://simpler.grants.gov/opportunity/4f7ad730-5f01-4d71-b5bc-9988525b234c,2013-03-04,2025-03-10,,2025-10-12,simpler.grants.gov,fa4a6c82cdad8146
,Agency for Health Care Research and Quality,,Description,https://simpler.grants.gov/opportunity/4faf7271-4e17-4fb1-a782-a5ddb4918d3e,2024-03-29,2025-03-10,,2025-10-12,simpler.grants.gov,faac480c7b22c252
,U.S. Mission to Albania,,Description,https://simpler.grants.gov/opportunity/21c3a631-26bb-47eb-84aa-82af46b5f732,2023-03-10,2025-03-10,,2025-10-12,simpler.grants.gov,facc5c2bc955770e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e2e24c39-0568-4097-bc17-3723ed52356c,2024-12-09,2025-03-10,,2025-10-12,simpler.grants.gov,fb0db7c6206abc29
